"","Última Execução","Álbum Artista","Album","Artista","Título","Ano","classificação","Gênero","Compositor","Agrupar","Faixa #","Nota","BPM","Duração","Bit rate","ReplayGain","","Data Adicionada","LOCALIZAÇÃO","Comentário","Color"
"0","","","Ay Trabalha","Ingomblock","Ay Trabalha","2021","0","","","","","6A","132.0000","3:04","320","-8.10726 dB","mp3","2025-08-03T17:03:32.284","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Ay Trabalha.mp3","",""
"0","","","Tô Tímido","Dj Lutonda/Diboba/Dupla Gelado De Mucua","Tô Tímido","2024","0","","","","","11A","133.0000","2:49","320","-11.3495 dB","mp3","2025-08-03T17:03:32.301","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Tô Tímido.mp3","",""
"0","","","Paradinha","Elly Baby","Paradinha","2025","0","","","","","1B","92.0000","2:29","320","-9.53094 dB","mp3","2025-08-03T17:03:32.317","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Paradinha.mp3","",""
"0","","","Mambo Rijo","Nerú Americano","Mambo Rijo","2016","0","","","","","5B","127.0000","2:30","320","-6.49318 dB","mp3","2025-08-03T17:03:32.335","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Mambo Rijo.mp3","",""
"0","","","Chicoteia","Nerú Americano","Chicoteia","2024","0","","","","","7A","133.0000","3:04","320","-10.8748 dB","mp3","2025-08-03T17:03:32.352","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Chicoteia.mp3","",""
"0","","","Moça Me Cola (Remix)","Diboba","Moça Me Cola - Remix","2024","0","","","","","12A","125.0000","3:46","320","-4.74615 dB","mp3","2025-08-03T17:03:32.369","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Moça Me Cola - Remix.mp3","",""
"0","","","Minha Vida Não Pode Te Doer","Scro Que Cuia/DJ Genex Q Cuia/DJ Aka-m","Minha Vida Não Pode Te Doer","2025","0","","","","","5A","115.0000","3:44","320","-8.15721 dB","mp3","2025-08-03T17:03:32.385","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Minha Vida Não Pode Te Doer.mp3","",""
"0","","","Tic Taa","Nerú Americano/Scro Q Cuia","Tic Taa","2019","0","","","","","9B","129.9596","2:57","320","-10.8427 dB","mp3","2025-08-03T17:03:32.402","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Tic Taa.mp3","",""
"0","","","Bombo Molhou","Elly Baby","Bombo Molhou","2024","0","","","","","6A","121.3333","2:39","320","-7.12327 dB","mp3","2025-08-03T17:03:32.419","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Bombo Molhou.mp3","",""
"0","","","Conselho do Scró","Teo No Beat/DJ Nelasta Nel Flow/Scró Q Cuia/Diboba","Conselho do Scró","2022","0","","","","","6A","124.9818","3:59","320","-6.28341 dB","mp3","2025-08-03T17:03:32.436","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Conselho do Scró.mp3","",""
"0","","","Born in the Wild","Tems","Turn Me Up","2024","0","","","","","12A","98.0000","3:36","320","-6.90206 dB","mp3","2025-08-03T17:03:32.453","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Turn Me Up.mp3","",""
"0","","","Sem Querer","C4 Pedro","Sem Querer","2025","0","","","","","4A","123.0000","3:48","320","-8.75951 dB","mp3","2025-08-03T17:03:32.471","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Sem Querer.mp3","",""
"0","","","Born in the Wild","Tems","Voices in My Head (Interlude)","2024","0","","","","","3B","136.0000","1:27","320","-8.01402 dB","mp3","2025-08-03T17:03:32.976","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Voices in My Head (Interlude).mp3","",""
"0","","","Born in the Wild","Tems","Special Baby (Interlude)","2024","0","","","","","3B","93.3333","0:59","320","-5.34098 dB","mp3","2025-08-03T17:03:32.989","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Special Baby (Interlude).mp3","",""
"0","","","Born in the Wild","Tems","Hold On","2024","0","","","","","2B","95.0000","4:05","320","-7.73209 dB","mp3","2025-08-03T17:03:33.002","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Hold On.mp3","",""
"0","","","Born in the Wild","Tems","You in My Face","2024","0","","","","","6A","144.0000","4:28","320","-6.92902 dB","mp3","2025-08-03T17:03:33.015","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/You in My Face.mp3","",""
"0","","","Born in the Wild","Tems","Forever","2024","0","","","","","7B","104.0000","3:16","320","-8.36573 dB","mp3","2025-08-03T17:03:33.028","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Forever.mp3","",""
"0","","","Born in the Wild","Tems","Me & U","2024","0","","","","","5A","112.0000","3:12","320","-7.98185 dB","mp3","2025-08-03T17:03:33.040","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Me & U.mp3","",""
"3","2025-08-26T21:00:53.000","","Born in the Wild","Tems","Born in the Wild","2024","0","","","","","3B","185.0000","2:16","320","-6.71671 dB","mp3","2025-08-03T17:03:33.053","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Born in the Wild.mp3","",""
"0","","","Born in the Wild","Tems","Gangsta","2024","0","","","","","4B","135.0000","2:41","320","-8.47906 dB","mp3","2025-08-03T17:03:33.066","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Gangsta.mp3","",""
"0","","","Born in the Wild","Tems","Unfortunate","2024","0","","","","","5B","138.0000","3:39","320","-5.42612 dB","mp3","2025-08-03T17:03:33.078","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Unfortunate.mp3","",""
"0","","","Born in the Wild","Tems","Love Me JeJe","2024","0","","","","","3B","104.0000","2:58","320","-7.77752 dB","mp3","2025-08-03T17:03:33.091","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Love Me JeJe.mp3","",""
"0","","","Born in the Wild","Tems","Boy O Boy","2024","0","","","","","10B","117.0000","2:52","320","-5.19024 dB","mp3","2025-08-03T17:03:33.104","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Boy O Boy.mp3","",""
"0","","","Born in the Wild","Tems/J. Cole","Free Fall (feat. J. Cole)","2024","0","","","","","8A","92.0000","3:12","320","-8.06716 dB","mp3","2025-08-03T17:03:33.116","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Free Fall (feat. J. Cole).mp3","",""
"0","","","Born in the Wild","Tems","Ready","2024","0","","","","","3B","155.0000","3:45","320","-7.54014 dB","mp3","2025-08-03T17:03:33.129","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Ready.mp3","",""
"0","","","Born in the Wild","Tems","Wickedest","2024","0","","","","","11B","123.0000","2:36","320","-7.43036 dB","mp3","2025-08-03T17:03:33.142","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Wickedest.mp3","",""
"0","","","Born in the Wild","Tems","Burning","2024","0","","","","","12B","92.0000","2:55","320","-6.93127 dB","mp3","2025-08-03T17:03:33.154","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Burning.mp3","",""
"0","","","Born in the Wild","Tems","T-Unit","2024","0","","","","","5A","90.0000","3:03","320","-7.92337 dB","mp3","2025-08-03T17:03:33.167","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/T-Unit.mp3","",""
"0","","","Born in the Wild","Tems/Asake","Get it Right (feat. Asake)","2024","0","","","","","6B","161.0000","3:19","320","-5.52852 dB","mp3","2025-08-03T17:03:33.180","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Get it Right (feat. Asake).mp3","",""
"0","","","","Genius","Tems ""Higher"" (Live Performance) | Open Mic","2021","0","","","","","10B","101.0000","3:36","320","-5.12873 dB","mp3","2025-08-03T17:03:33.207","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Tems ＂Higher＂ (Live Performance) ｜ Open Mic.mp3","https://www.youtube.com/watch?v=Qa1IaUywiO8",""
"0","","","I Told Them...","Burna Boy/Byron Messia","Talibans II - Bonus Track","2023","0","","","","","9A","103.0000","2:56","320","-5.97889 dB","mp3","2025-08-03T17:03:33.222","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Talibans II - Bonus Track.mp3","",""
"0","","","Ghost","Sir Trill/Soa Mattrix/Dj Givy Baby","Bebengazi","2022","0","","","","","5A","113.0000","6:36","320","-6.12869 dB","mp3","2025-08-03T17:03:33.237","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Bebengazi.mp3","",""
"0","","","Jan Fever","Nandipha808/Amzin Deep/Kaytee NA","Need For Speed","2024","0","","","","","5B","112.0000","7:00","320","-6.8876 dB","mp3","2025-08-03T17:03:33.251","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Need For Speed.mp3","",""
"0","","","I Told Them...","Burna Boy","Normal","2023","0","","","","","9B","103.0000","2:04","320","-8.71161 dB","mp3","2025-08-03T17:03:33.266","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Normal.mp3","",""
"0","","","Pure Bliss","Luzyo Keys/2woBunnies/DBN Gogo","Pure Bliss","2024","0","","","","","1A","113.0000","7:30","320","-7.82803 dB","mp3","2025-08-03T17:03:33.281","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Pure Bliss.mp3","",""
"0","","","The Landlord","De Mthuda/Sir Trill/Da Muziqal Chef","Emlanjeni","2021","0","","","","","6A","113.0000","6:56","320","-4.31268 dB","mp3","2025-08-03T17:03:33.295","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Emlanjeni.mp3","",""
"0","","","I Told Them...","Burna Boy","Tested, Approved & Trusted","2023","0","","","","","2B","93.0000","3:40","320","-7.2512 dB","mp3","2025-08-03T17:03:33.309","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Tested, Approved & Trusted.mp3","",""
"0","","","Limitless","UNLIMITED SOUL/Liam Hans","Crazy Business","2024","0","","","","","4A","112.0000","4:42","320","-2.14396 dB","mp3","2025-08-03T17:03:33.322","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Crazy Business.mp3","",""
"0","","","I Told Them...","Burna Boy","Dey Play","2023","0","","","","","8B","137.0000","2:33","320","-8.4461 dB","mp3","2025-08-03T17:03:33.336","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Dey Play.mp3","",""
"0","","","Thee Messenger","Msongi/Cici/Sir Trill/Dot Mega","Xola","2024","0","","","","","9B","112.0000","7:08","320","-4.98085 dB","mp3","2025-08-03T17:03:33.350","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Xola.mp3","",""
"0","","","Break Through","UNLIMITED SOUL/DBN Gogo","Awoa","2021","0","","","","","3A","113.0000","5:31","320","0.0498562 dB","mp3","2025-08-03T17:03:33.364","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Awoa.mp3","",""
"0","","","I Told Them...","Burna Boy/21 Savage","Sittin' On Top Of The World (feat. 21 Savage)","2023","0","","","","","3B","98.0000","3:08","320","-9.78566 dB","mp3","2025-08-03T17:03:33.379","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Sittin' On Top Of The World (feat. 21 Savage).mp3","",""
"0","","","I Told Them...","Burna Boy","City Boys","2023","0","","","","","6B","100.0000","2:33","320","-7.81306 dB","mp3","2025-08-03T17:03:33.395","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/City Boys.mp3","",""
"0","","","I Told Them...","Burna Boy","On Form","2023","0","","","","","3A","103.0000","3:43","320","-9.40167 dB","mp3","2025-08-03T17:03:33.410","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/On Form.mp3","",""
"0","","","I Told Them...","Burna Boy/Dave","Cheat On Me (feat. Dave)","2023","0","","","","","12B","98.0000","3:42","320","-8.50712 dB","mp3","2025-08-03T17:03:33.424","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Cheat On Me (feat. Dave).mp3","",""
"0","","","Studying Abroad: Extended Stay","Masego/Shenseea","Silver Tongue Devil","2020","0","","","","","8A","102.0000","3:18","320","-8.61318 dB","mp3","2025-08-03T17:03:33.440","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Silver Tongue Devil.mp3","",""
"0","","","I Told Them...","Burna Boy","If I’m Lying","2023","0","","","","","2A","97.1667","3:17","320","-7.51612 dB","mp3","2025-08-03T17:03:33.454","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/If I’m Lying.mp3","",""
"0","","","I Told Them...","Burna Boy","Big 7","2023","0","","","","","4B","95.0000","2:23","320","-9.44967 dB","mp3","2025-08-03T17:03:33.470","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Big 7.mp3","",""
"0","","","I Told Them...","Burna Boy","Virgil","2023","0","","","","","4A","90.3333","1:19","320","-5.31677 dB","mp3","2025-08-03T17:03:33.485","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Virgil.mp3","",""
"0","","","I Told Them...","Burna Boy/Seyi Vibez","Giza (feat. Seyi Vibez)","2023","0","","","","","6A","116.0000","2:59","320","-7.80757 dB","mp3","2025-08-03T17:03:33.500","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Giza (feat. Seyi Vibez).mp3","",""
"0","","","Killin Dem","Zlatan/Burna Boy","Killin Dem","2019","0","","","","","1A","113.0000","3:40","320","-9.49566 dB","mp3","2025-08-03T17:03:33.513","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Killin Dem.mp3","",""
"0","","","I Told Them...","Burna Boy/J. Cole","Thanks (feat. J. Cole)","2023","0","","","","","11A","93.0000","3:36","320","-7.72558 dB","mp3","2025-08-03T17:03:33.528","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Thanks (feat. J. Cole).mp3","",""
"0","","","Stubborn","Victony","Anita","2024","0","","","","","3A","112.0000","3:03","320","-8.57021 dB","mp3","2025-08-03T17:03:33.535","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Anita.mp3","",""
"0","","","Deadly (feat. Victony)","Stefflon Don/Victony","Deadly (feat. Victony)","2023","0","","","","","2B","96.0000","3:01","320","-7.62419 dB","mp3","2025-08-03T17:03:33.551","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Deadly (feat. Victony).mp3","",""
"0","","","Real Ting Mixtape","Stefflon Don","16 Shots","2016","0","","","","","2A","95.0000","3:44","320","-9.09492 dB","mp3","2025-08-03T17:03:33.565","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/16 Shots.mp3","",""
"0","","","Carpe Diem","Olamide/Bad Boy Timz","Loading","2020","0","","","","","7B","120.0000","3:14","320","-10.6707 dB","mp3","2025-08-03T17:03:33.580","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Loading.mp3","",""
"0","","","Stubborn","Victony/Teezo Touchdown","Slow Down","2024","0","","","","","12B","104.0000","2:50","320","-6.83187 dB","mp3","2025-08-03T17:03:33.587","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Slow Down.mp3","",""
"0","","","Stubborn","Victony/SAINt JHN","Tiny Apartment","2024","0","","","","","3B","92.0000","3:40","320","-8.03702 dB","mp3","2025-08-03T17:03:33.593","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Tiny Apartment.mp3","",""
"0","","","Stubborn","Victony/Asake","Stubborn","2024","0","","","","","8A","110.0000","2:56","320","-9.11776 dB","mp3","2025-08-03T17:03:33.599","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Stubborn.mp3","",""
"0","","","Stubborn","Victony","History","2024","0","","","","","2A","106.0000","2:54","320","-9.05188 dB","mp3","2025-08-03T17:03:33.605","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/History.mp3","",""
"0","","","Apollo","Victony","Apollo","2022","0","","","","","8B","116.0000","2:50","320","-8.48208 dB","mp3","2025-08-03T17:03:33.619","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Apollo.mp3","",""
"0","","","Playboy","Fireboy DML/Asake","Bandana","2022","0","","","","","2B","105.0000","2:58","320","-8.92318 dB","mp3","2025-08-03T17:03:33.633","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Bandana.mp3","",""
"0","","","2 RUFF, Vol. 1","Chase & Status/Stefflon Don","Selecta (feat. Stefflon Don)","2023","0","","","","","9A","89.0000","3:09","320","-14.3074 dB","mp3","2025-08-03T17:03:33.648","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Selecta (feat. Stefflon Don).mp3","",""
"0","","","Work Of Art","Asake/Olamide","Amapiano","2023","0","","","","","5A","112.0000","2:45","320","-7.87246 dB","mp3","2025-08-03T17:03:33.661","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Amapiano.mp3","",""
"0","","","Happiness (feat. Asake & Gunna)","Sarz/Asake/Gunna","Happiness (feat. Asake & Gunna)","2023","0","","","","","3A","105.0000","2:54","320","-10.0502 dB","mp3","2025-08-03T17:03:33.678","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Happiness (feat. Asake & Gunna).mp3","",""
"0","","","Stubborn","Victony","Everything","2024","0","","","","","10B","98.0000","2:46","320","-8.48117 dB","mp3","2025-08-03T17:03:33.683","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Everything.mp3","",""
"0","","","Stubborn","Victony/Shorae Moore","Oshaprapra","2024","0","","","","","10B","104.0000","3:09","320","-9.58042 dB","mp3","2025-08-03T17:03:33.688","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Oshaprapra.mp3","",""
"0","","","Unruly","Olamide","Jinja","2023","0","","","","","9A","128.0000","2:35","320","-8.16264 dB","mp3","2025-08-03T17:03:33.701","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Jinja.mp3","",""
"0","","","Stubborn","Victony/Shallipopi","Ludo","2024","0","","","","","6B","110.0000","3:32","320","-8.11361 dB","mp3","2025-08-03T17:03:33.707","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Ludo.mp3","",""
"0","","","WHY LOVE","Asake","WHY LOVE","2025","0","","","","","5A","112.0000","3:30","320","-7.8668 dB","mp3","2025-08-03T17:03:33.720","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/WHY LOVE.mp3","",""
"0","","","Hurtin' Me","Stefflon Don/French Montana","Hurtin' Me","2017","0","","","","","8B","102.0000","3:32","320","-9.77875 dB","mp3","2025-08-03T17:03:33.733","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Hurtin' Me.mp3","",""
"0","","","African Scream","Dotorado Pro","African Scream - Marimbas","2015","0","","","","","7A","130.0000","3:22","320","-9.55672 dB","mp3","2025-08-03T17:03:33.747","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/African Scream - Marimbas.mp3","",""
"0","","","WORLD BEST","Patoranking","Higher","2023","0","","","","","9B","114.0000","3:11","320","-10.8631 dB","mp3","2025-08-03T17:03:33.760","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Higher.mp3","",""
"0","","","WORLD BEST","Patoranking/Victony","Babylon","2023","0","","","","","8B","83.0000","2:57","320","-9.0834 dB","mp3","2025-08-03T17:03:33.774","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Babylon.mp3","",""
"0","","","WORLD BEST","Patoranking","Abobi","2023","0","","","","","11A","101.2009","3:21","320","-10.8033 dB","mp3","2025-08-03T17:03:33.786","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Abobi.mp3","",""
"0","","","WORLD BEST","Patoranking/Beenie Man","Amazing Grace","2023","0","","","","","4B","100.0000","3:24","320","-9.55366 dB","mp3","2025-08-03T17:03:33.800","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Amazing Grace.mp3","",""
"0","","","WORLD BEST","Patoranking","Na Na Na","2023","0","","","","","4B","96.0000","3:08","320","-8.21967 dB","mp3","2025-08-03T17:03:33.813","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Na Na Na.mp3","",""
"0","","","My Woman, My Everything (feat. Wandecoal) - Single","Patoranking/Wande Coal","My Woman, My Everything (feat. Wandecoal)","2015","0","","","","","12A","112.0000","3:53","320","-11.9248 dB","mp3","2025-08-03T17:03:33.827","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/My Woman, My Everything (feat. Wandecoal).mp3","",""
"0","","","Major Lazer Presents: Give Me Future (Music From & Inspired by the Film)","Major Lazer/DJ Maphorisa/Nasty C/Ice Prince/Patoranking/Jidenna","Particula","2017","0","","","","","4B","100.0000","3:24","320","-10.2852 dB","mp3","2025-08-03T17:03:33.841","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Particula.mp3","",""
"0","","","WORLD BEST","Patoranking/Kizz Daniel","Gyal Like You","2023","0","","","","","8B","107.0000","3:12","320","-8.17559 dB","mp3","2025-08-03T17:03:33.854","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Gyal Like You.mp3","",""
"0","","","WORLD BEST","Patoranking/Gyakie","Control Me","2023","0","","","","","7B","105.0000","2:55","320","-10.3101 dB","mp3","2025-08-03T17:03:33.867","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Control Me.mp3","",""
"0","","","WORLD BEST","Patoranking/Zion Foster","Woman Of The Year","2023","0","","","","","11A","105.0000","3:09","320","-11.0079 dB","mp3","2025-08-03T17:03:33.879","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Woman Of The Year.mp3","",""
"0","","","WORLD BEST","Patoranking/Popcaan","Tonight","2023","0","","","","","3B","108.0000","3:16","320","-7.91446 dB","mp3","2025-08-03T17:03:33.893","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Tonight.mp3","",""
"0","","","WORLD BEST","Patoranking/Ludacris","Miracle Baby","2023","0","","","","","4A","91.0000","3:23","320","-9.52161 dB","mp3","2025-08-03T17:03:33.907","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Miracle Baby.mp3","",""
"0","","","WORLD BEST","Patoranking","Smoke & Vibes","2023","0","","","","","5B","97.0000","3:39","320","-9.20296 dB","mp3","2025-08-03T17:03:33.920","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Smoke & Vibes.mp3","",""
"1","2025-09-07T12:41:17.000","","Devil Wears White","Larry Gaaga/Patoranking/ODUMODUBLVCK","Devil Wears White","2024","0","","","","","3A","92.0000","3:10","320","-8.90691 dB","mp3","2025-08-03T17:03:33.934","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Devil Wears White.mp3","",""
"0","","","God Over Everything","Patoranking/Sarkodie","No Kissing Baby","2016","0","","","","","8A","105.0000","3:41","320","-9.70184 dB","mp3","2025-08-03T17:03:33.950","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/No Kissing Baby.mp3","",""
"0","","","WORLD BEST","Patoranking/Diamond Platnumz","Kolo Kolo","2023","0","","","","","11A","95.0000","3:15","320","-10.5162 dB","mp3","2025-08-03T17:03:33.963","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Kolo Kolo.mp3","",""
"0","","","The III Wise Men","Felo Le Tee/Mellow & Sleazy/Keynote/Major League Djz","Back 2 Basics (feat. Major League DJz)","2023","0","","","","","10A","113.0000","7:22","320","-4.96663 dB","mp3","2025-08-03T17:03:33.979","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Back 2 Basics (feat. Major League DJz).mp3","",""
"0","","","Lucent","Tyler ICU/Jay Sax/Ceeka RSA/Ntokozo Mkhize/Starr Healer/Tyrone Dee","Mabhalan' (feat. Ntokozo Mkhize, Starr Healer, Jay Sax, Tyrone Dee & Ceeka RSA)","2024","0","","","","","7A","113.0000","6:40","320","-6.64485 dB","mp3","2025-08-03T17:03:33.994","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Mabhalan' (feat. Ntokozo Mkhize, Starr Healer, Jay Sax, Tyrone Dee & Ceeka RSA).mp3","",""
"0","","","WORLD BEST","Patoranking","Lighters Up","2023","0","","","","","12B","132.0000","3:09","320","-10.9755 dB","mp3","2025-08-03T17:03:34.007","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Lighters Up.mp3","",""
